,Target
5797,4
5798,4
5799,4
5800,4
5801,4
5802,4
5803,4
5804,4
5805,2
5806,2
5807,2
5808,2
5809,4
5810,4
5811,4
5812,4
5813,4
5814,4
5815,4
5816,2
5817,2
5818,2
5819,2
5820,2
5821,2
5822,2
5823,3
5824,2
5825,3
5826,2
5827,4
5828,4
5829,4
5830,4
5831,4
5832,4
5833,4
5834,3
5835,3
5836,3
5837,2
5838,2
5839,2
5840,2
5841,2
5842,2
5843,2
5844,2
5845,2
5846,2
5847,4
5848,4
5849,4
5850,4
5851,4
5852,4
5853,4
5854,4
5855,4
5856,4
5857,4
5858,4
5859,4
5860,4
5861,4
5862,4
5863,4
5864,4
5865,2
5866,2
5867,2
5868,2
5869,2
5870,2
5871,4
5872,4
5873,4
5874,4
5875,4
5876,4
5877,4
5878,4
5879,4
5880,4
5881,4
5882,4
5883,4
5884,3
5885,4
5886,4
5887,3
5888,3
5889,4
5890,4
5891,4
5892,4
5893,4
5894,4
5895,3
5896,3
5897,3
5898,3
5899,3
5900,3
5901,4
5902,4
5903,2
5904,2
5905,2
5906,2
5907,2
5908,4
5909,4
5910,3
5911,3
5912,3
5913,2
5914,2
5915,1
5916,2
5917,1
5918,1
5919,1
5920,1
5921,1
5922,1
5923,1
5924,2
5925,2
5926,2
5927,2
5928,4
5929,4
5930,4
5931,4
5932,4
5933,4
5934,4
5935,4
5936,4
5937,4
5938,4
5939,4
5940,4
5941,4
5942,4
5943,4
5944,4
5945,4
5946,4
5947,4
5948,4
5949,4
5950,4
5951,4
5952,4
5953,4
5954,4
5955,4
5956,4
5957,4
5958,4
5959,4
5960,4
5961,4
5962,4
5963,1
5964,1
5965,1
5966,1
5967,4
5968,4
5969,4
5970,4
5971,4
5972,4
5973,4
5974,4
5975,4
5976,4
5977,4
5978,4
5979,4
5980,4
5981,4
5982,3
5983,3
5984,3
5985,4
5986,4
5987,4
5988,4
5989,4
5990,4
5991,3
5992,3
5993,3
5994,3
5995,4
5996,4
5997,4
5998,4
5999,4
6000,4
6001,4
6002,4
6003,4
6004,4
6005,4
6006,4
6007,4
6008,4
6009,4
6010,4
6011,4
6012,4
6013,4
6014,4
6015,4
6016,4
6017,4
6018,3
6019,4
6020,2
6021,4
6022,4
6023,2
6024,2
6025,2
6026,1
6027,2
6028,2
6029,2
6030,2
6031,2
6032,2
6033,2
6034,2
6035,4
6036,4
6037,4
6038,4
6039,2
6040,2
6041,2
6042,4
6043,4
6044,4
6045,4
6046,4
6047,4
6048,4
6049,4
6050,4
6051,4
6052,4
6053,4
6054,4
6055,4
6056,4
6057,4
6058,4
6059,4
6060,4
6061,3
6062,2
6063,3
6064,3
6065,3
6066,3
6067,4
6068,4
6069,4
6070,4
6071,3
6072,3
6073,3
6074,3
6075,3
6076,4
6077,4
6078,4
6079,4
6080,4
6081,4
6082,4
6083,4
6084,4
6085,4
6086,4
6087,4
6088,4
6089,3
6090,3
6091,3
6092,3
6093,4
6094,4
6095,4
6096,4
6097,3
6098,3
6099,4
6100,4
6101,4
6102,4
6103,4
6104,2
6105,4
6106,4
6107,4
6108,4
6109,4
6110,4
6111,4
6112,4
6113,4
6114,4
6115,4
6116,4
6117,4
6118,4
6119,3
6120,3
6121,3
6122,3
6123,1
6124,1
6125,4
6126,4
6127,4
6128,4
6129,4
6130,2
6131,2
6132,2
6133,2
6134,2
6135,2
6136,2
6137,2
6138,2
6139,2
6140,4
6141,4
6142,4
6143,4
6144,4
6145,4
6146,2
6147,2
6148,2
6149,4
6150,4
6151,4
6152,4
6153,2
6154,2
6155,2
6156,3
6157,3
6158,3
6159,2
6160,3
6161,4
6162,4
6163,4
6164,4
6165,4
6166,4
6167,4
6168,2
6169,2
6170,2
6171,2
6172,3
6173,3
6174,3
6175,4
6176,4
6177,4
6178,4
6179,4
6180,4
6181,4
6182,4
6183,3
6184,3
6185,3
6186,4
6187,4
6188,4
6189,4
6190,4
6191,4
6192,4
6193,4
6194,4
6195,4
6196,4
6197,3
6198,3
6199,3
6200,3
6201,4
6202,4
6203,4
6204,4
6205,1
6206,1
6207,1
6208,1
6209,1
6210,1
6211,1
6212,4
6213,4
6214,4
6215,4
6216,4
6217,4
6218,4
6219,3
6220,3
6221,3
6222,3
6223,3
6224,4
6225,4
6226,4
6227,3
6228,3
6229,4
6230,4
6231,4
6232,4
6233,4
6234,4
6235,4
6236,4
6237,4
6238,4
6239,4
6240,4
6241,4
6242,3
6243,3
6244,4
6245,4
6246,4
6247,1
6248,4
6249,4
6250,4
6251,4
6252,4
6253,4
6254,4
6255,3
6256,3
6257,3
6258,1
6259,1
6260,1
6261,1
6262,1
6263,1
6264,2
6265,2
6266,2
6267,1
6268,1
6269,1
6270,4
6271,4
6272,3
6273,4
6274,4
6275,4
6276,4
6277,4
6278,2
6279,2
6280,4
6281,4
6282,4
6283,4
6284,4
6285,4
6286,1
6287,1
6288,1
6289,1
6290,2
6291,2
6292,4
6293,4
6294,2
6295,2
6296,2
6297,4
6298,4
6299,4
6300,4
6301,4
6302,4
6303,4
6304,4
6305,4
6306,4
6307,4
6308,4
6309,4
6310,4
6311,2
6312,2
6313,4
6314,4
6315,4
6316,4
6317,4
6318,4
6319,4
6320,3
6321,3
6322,2
6323,4
6324,2
6325,2
6326,2
6327,1
6328,2
6329,2
6330,4
6331,4
6332,4
6333,4
6334,4
6335,1
6336,3
6337,3
6338,1
6339,1
6340,1
6341,1
6342,4
6343,4
6344,4
6345,4
6346,2
6347,2
6348,1
6349,2
6350,2
6351,2
6352,4
6353,4
6354,4
6355,4
6356,4
6357,4
6358,4
6359,4
6360,4
6361,4
6362,4
6363,4
6364,4
6365,4
6366,4
6367,4
6368,4
6369,4
6370,2
6371,2
6372,2
6373,2
6374,4
6375,4
6376,4
6377,2
6378,2
6379,2
6380,2
6381,2
6382,4
6383,4
6384,4
6385,4
6386,4
6387,3
6388,3
6389,1
6390,1
6391,4
6392,4
6393,4
6394,4
6395,4
6396,4
6397,4
6398,4
6399,4
6400,3
6401,3
6402,3
6403,3
6404,4
6405,4
6406,4
6407,4
6408,4
6409,4
6410,4
6411,4
6412,1
6413,1
6414,1
6415,4
6416,4
6417,4
6418,4
6419,2
6420,2
6421,3
6422,2
6423,4
6424,4
6425,4
6426,4
6427,4
6428,4
6429,4
6430,4
6431,4
6432,2
6433,1
6434,4
6435,4
6436,4
6437,4
6438,3
6439,3
6440,4
6441,4
6442,4
6443,2
6444,2
6445,2
6446,2
6447,2
6448,2
6449,2
6450,2
6451,2
6452,2
6453,2
6454,2
6455,2
6456,2
6457,1
6458,2
6459,2
6460,2
6461,2
6462,2
6463,2
6464,2
6465,2
6466,2
6467,2
6468,2
6469,1
6470,1
6471,1
6472,2
6473,2
6474,2
6475,2
6476,1
6477,2
6478,1
6479,2
6480,2
6481,4
6482,4
6483,4
6484,4
6485,4
6486,4
6487,4
6488,4
6489,2
6490,2
6491,2
6492,4
6493,4
6494,4
6495,4
6496,4
6497,3
6498,3
6499,3
6500,4
6501,4
6502,4
6503,4
6504,4
6505,4
6506,4
6507,4
6508,4
6509,4
6510,4
6511,4
6512,1
6513,1
6514,4
6515,4
6516,4
6517,4
6518,4
6519,4
6520,4
6521,4
6522,4
6523,2
6524,2
6525,4
6526,4
6527,4
6528,4
6529,4
6530,1
6531,1
6532,1
6533,1
6534,4
6535,4
6536,4
6537,4
6538,1
6539,1
6540,4
6541,4
6542,4
6543,1
6544,2
6545,1
6546,3
6547,3
6548,3
6549,1
6550,1
6551,1
6552,2
6553,2
6554,2
6555,2
6556,2
6557,2
6558,2
6559,2
6560,1
6561,1
6562,1
6563,1
6564,1
6565,2
6566,2
6567,2
6568,2
6569,2
6570,2
6571,1
6572,2
6573,1
6574,1
6575,2
6576,2
6577,2
6578,2
6579,2
6580,1
6581,1
6582,1
6583,2
6584,2
6585,2
6586,2
6587,3
6588,3
6589,3
6590,4
6591,2
6592,2
6593,2
6594,4
6595,4
6596,4
6597,4
6598,4
6599,4
6600,2
6601,3
6602,3
6603,4
6604,4
6605,4
6606,4
6607,4
6608,4
6609,4
6610,3
6611,3
6612,3
6613,3
6614,2
6615,2
6616,4
6617,4
6618,4
6619,4
6620,2
6621,2
6622,3
6623,3
6624,3
6625,3
6626,3
6627,3
6628,3
6629,2
6630,1
6631,1
6632,2
6633,2
6634,2
6635,2
6636,2
6637,2
6638,2
6639,3
6640,3
6641,3
6642,3
6643,3
6644,3
6645,2
6646,2
6647,2
6648,2
6649,3
6650,3
6651,2
6652,3
6653,3
6654,3
6655,3
6656,3
6657,2
6658,2
6659,1
6660,1
6661,1
6662,1
6663,1
6664,4
6665,4
6666,3
6667,3
6668,2
6669,2
6670,2
6671,4
6672,4
6673,4
6674,2
6675,2
6676,2
6677,2
6678,2
6679,4
6680,4
6681,1
6682,1
6683,1
6684,1
6685,1
6686,1
6687,1
6688,2
6689,2
6690,1
6691,2
6692,2
6693,4
6694,4
6695,4
6696,3
6697,4
6698,4
6699,4
6700,4
6701,4
6702,3
6703,3
6704,3
6705,3
6706,1
6707,1
6708,1
6709,1
6710,1
6711,1
6712,1
6713,2
6714,2
6715,3
6716,3
6717,3
6718,4
6719,4
6720,4
6721,4
6722,3
6723,3
6724,2
6725,2
6726,4
6727,4
6728,4
6729,4
6730,4
6731,4
6732,4
6733,4
6734,4
6735,4
6736,4
6737,4
6738,4
6739,4
6740,1
6741,1
6742,1
6743,1
6744,1
6745,1
6746,1
6747,1
6748,1
6749,1
6750,3
6751,2
6752,2
6753,2
6754,2
6755,4
6756,4
6757,1
6758,1
6759,1
6760,4
6761,4
6762,4
6763,4
6764,4
6765,4
6766,4
6767,4
6768,3
6769,3
6770,3
6771,3
6772,3
6773,3
6774,3
6775,3
6776,3
6777,3
6778,4
6779,4
6780,4
6781,4
6782,4
6783,4
6784,4
6785,4
6786,4
6787,4
6788,4
6789,4
6790,4
6791,4
6792,4
6793,4
6794,4
6795,4
6796,4
6797,3
6798,3
6799,3
6800,3
6801,4
6802,4
6803,4
6804,2
6805,2
6806,2
6807,4
6808,4
6809,4
6810,4
6811,4
6812,4
6813,4
6814,4
6815,4
6816,4
6817,4
6818,4
6819,2
6820,1
6821,2
6822,4
6823,1
6824,2
6825,2
6826,2
6827,2
6828,4
6829,4
6830,4
6831,3
6832,3
6833,3
6834,3
6835,3
6836,3
6837,4
6838,2
6839,2
6840,2
6841,2
6842,1
6843,1
6844,1
6845,1
6846,4
6847,2
6848,4
6849,2
6850,2
6851,2
6852,2
6853,2
6854,2
6855,4
6856,4
6857,2
6858,2
6859,2
6860,2
6861,2
6862,2
6863,2
6864,2
6865,2
6866,2
6867,2
6868,2
6869,4
6870,4
6871,4
6872,4
6873,4
6874,4
6875,4
6876,4
6877,4
6878,4
6879,4
6880,1
6881,1
6882,1
6883,1
6884,1
6885,1
6886,2
6887,2
6888,4
6889,4
6890,3
6891,3
6892,3
6893,4
6894,4
6895,4
6896,2
6897,2
6898,2
6899,2
6900,2
6901,3
6902,3
6903,3
6904,3
6905,2
6906,2
6907,2
6908,2
6909,4
6910,4
6911,4
6912,4
6913,4
6914,4
6915,3
6916,3
6917,3
6918,3
6919,3
6920,4
6921,4
6922,2
6923,2
6924,2
6925,4
6926,4
6927,4
6928,4
6929,3
6930,3
6931,3
6932,3
6933,3
6934,3
6935,3
6936,3
6937,3
6938,4
6939,4
6940,4
6941,4
6942,2
6943,2
6944,4
6945,4
6946,4
6947,4
6948,4
6949,4
6950,4
6951,4
6952,4
6953,4
6954,1
6955,1
6956,1
6957,1
6958,1
6959,4
6960,4
6961,4
6962,1
6963,1
6964,4
6965,4
6966,4
6967,4
6968,4
6969,2
6970,2
6971,4
6972,4
6973,4
6974,4
6975,4
6976,4
6977,4
6978,4
6979,3
6980,3
6981,3
6982,3
6983,2
6984,2
6985,4
6986,4
6987,4
6988,4
6989,3
6990,3
6991,3
6992,3
6993,3
6994,3
6995,4
6996,4
6997,4
6998,4
6999,4
7000,4
7001,4
7002,4
7003,4
7004,4
7005,4
7006,4
7007,4
7008,4
7009,4
7010,4
7011,4
7012,4
7013,1
7014,1
7015,4
7016,4
7017,4
7018,4
7019,3
7020,3
7021,3
7022,4
7023,4
7024,4
7025,4
7026,4
7027,4
7028,4
7029,4
7030,4
7031,4
7032,4
7033,4
7034,4
7035,2
7036,2
7037,2
7038,4
7039,4
7040,4
7041,4
7042,4
7043,4
7044,4
7045,4
7046,4
7047,4
7048,4
7049,4
7050,4
7051,4
7052,4
7053,4
7054,4
7055,4
7056,3
7057,3
7058,3
7059,4
7060,4
7061,4
7062,4
7063,4
7064,4
7065,4
7066,4
7067,4
7068,3
7069,3
7070,3
7071,3
7072,3
7073,3
7074,2
7075,2
7076,2
7077,4
7078,4
7079,4
7080,4
7081,3
7082,4
7083,4
7084,4
7085,1
7086,1
7087,1
7088,4
7089,4
7090,4
7091,4
7092,4
7093,2
7094,3
7095,3
7096,3
7097,3
7098,3
7099,4
7100,4
7101,4
7102,4
7103,4
7104,4
7105,4
7106,4
7107,4
7108,4
7109,4
7110,4
7111,4
7112,2
7113,4
7114,4
7115,4
7116,4
7117,4
7118,4
7119,4
7120,3
7121,3
7122,3
7123,4
7124,4
7125,4
7126,4
7127,4
7128,4
7129,4
7130,4
7131,4
7132,4
7133,4
7134,4
7135,4
7136,4
7137,4
7138,4
7139,1
7140,1
7141,1
7142,1
7143,3
7144,3
7145,4
7146,4
7147,4
7148,4
7149,4
7150,4
7151,4
7152,4
7153,4
7154,1
7155,4
7156,4
7157,4
7158,4
7159,4
7160,2
7161,2
7162,2
7163,2
7164,2
7165,3
7166,3
7167,3
7168,4
7169,4
7170,4
7171,4
7172,4
7173,4
7174,4
7175,4
7176,4
7177,4
7178,4
7179,4
7180,4
7181,4
7182,4
7183,4
7184,4
7185,4
7186,4
7187,2
7188,2
7189,2
7190,3
7191,3
7192,3
7193,2
7194,2
7195,2
7196,2
7197,2
7198,2
7199,2
7200,4
7201,4
7202,4
7203,4
7204,4
7205,2
7206,3
7207,3
7208,3
7209,4
7210,4
7211,4
7212,1
7213,1
7214,1
7215,1
7216,1
7217,1
7218,1
7219,1
7220,1
7221,1
7222,1
7223,2
7224,2
7225,2
7226,2
7227,2
7228,4
7229,4
7230,4
7231,1
7232,3
7233,3
7234,3
7235,3
7236,3
7237,3
7238,3
7239,3
7240,4
7241,4
7242,4
7243,4
7244,4
7245,2
7246,2
7247,2
7248,4
7249,4
7250,4
7251,4
7252,4
7253,4
7254,4
7255,4
7256,4
7257,4
7258,4
7259,4
7260,1
7261,1
7262,1
7263,1
7264,1
7265,4
7266,4
7267,2
7268,4
7269,4
7270,3
7271,4
7272,4
7273,4
7274,4
7275,2
7276,2
7277,3
7278,3
7279,4
7280,4
7281,4
7282,4
7283,4
7284,2
7285,2
7286,4
7287,4
7288,4
7289,4
7290,4
7291,4
7292,4
7293,4
7294,4
7295,4
7296,4
7297,4
7298,4
7299,1
7300,1
7301,1
7302,4
7303,4
7304,4
7305,1
7306,1
7307,1
7308,2
7309,3
7310,2
7311,2
7312,2
7313,2
7314,4
7315,1
7316,1
7317,4
7318,4
7319,4
7320,4
7321,4
7322,4
7323,4
7324,4
7325,4
7326,4
7327,4
7328,4
7329,4
7330,4
7331,4
7332,4
7333,2
7334,2
7335,2
7336,2
7337,4
7338,4
7339,4
7340,2
7341,1
7342,1
7343,2
7344,4
7345,4
7346,2
7347,2
7348,2
7349,2
7350,3
7351,4
7352,4
7353,4
7354,4
7355,2
7356,2
7357,4
7358,4
7359,1
7360,1
7361,2
7362,2
7363,2
7364,4
7365,4
7366,2
7367,2
7368,2
7369,4
7370,4
7371,4
7372,4
7373,4
7374,4
7375,4
7376,4
7377,4
7378,4
7379,4
7380,4
7381,4
7382,4
7383,4
7384,1
7385,1
7386,1
7387,1
7388,1
7389,4
7390,4
7391,3
7392,3
7393,3
7394,3
7395,3
7396,3
7397,3
7398,4
7399,4
7400,4
7401,4
7402,4
7403,4
7404,4
7405,4
7406,4
7407,4
7408,4
7409,4
7410,4
7411,4
7412,4
7413,4
7414,4
7415,4
7416,4
7417,4
7418,4
7419,4
7420,4
7421,4
7422,4
7423,4
7424,4
7425,4
7426,4
7427,4
7428,4
7429,4
7430,4
7431,4
7432,4
7433,4
7434,4
7435,4
7436,4
7437,4
7438,4
7439,3
7440,3
7441,4
7442,4
7443,4
7444,4
7445,4
7446,1
7447,1
7448,1
7449,1
7450,1
7451,1
7452,1
7453,1
7454,1
7455,1
7456,3
7457,3
7458,3
7459,2
7460,2
7461,2
7462,2
7463,2
7464,4
7465,4
7466,4
7467,4
7468,4
7469,4
7470,4
7471,2
7472,2
7473,2
7474,3
7475,2
7476,1
7477,1
7478,4
7479,4
7480,4
7481,4
7482,4
7483,4
7484,4
7485,4
7486,4
7487,4
7488,3
7489,3
7490,3
7491,3
7492,3
7493,3
7494,1
7495,1
7496,4
7497,4
7498,4
7499,2
7500,2
7501,2
7502,2
7503,2
7504,3
7505,3
7506,3
7507,3
7508,4
7509,4
7510,4
7511,4
7512,4
7513,2
7514,2
7515,1
7516,2
7517,2
7518,3
7519,2
7520,1
7521,1
7522,1
7523,4
7524,4
7525,4
7526,4
7527,4
7528,4
7529,2
7530,2
7531,2
7532,4
7533,4
7534,4
7535,4
7536,4
7537,2
7538,2
7539,2
7540,2
7541,2
7542,2
7543,4
7544,4
7545,4
7546,4
7547,4
7548,4
7549,4
7550,4
7551,4
7552,4
7553,4
7554,4
7555,4
7556,4
7557,4
7558,4
7559,4
7560,1
7561,1
7562,4
7563,4
7564,4
7565,2
7566,2
7567,2
7568,4
7569,4
7570,4
7571,4
7572,4
7573,4
7574,2
7575,2
7576,4
7577,4
7578,4
7579,4
7580,4
7581,4
7582,2
7583,2
7584,2
7585,2
7586,2
7587,1
7588,3
7589,3
7590,3
7591,3
7592,3
7593,3
7594,3
7595,4
7596,4
7597,4
7598,3
7599,3
7600,3
7601,3
7602,4
7603,4
7604,4
7605,3
7606,2
7607,1
7608,2
7609,4
7610,4
7611,4
7612,4
7613,4
7614,1
7615,1
7616,4
7617,4
7618,4
7619,4
7620,3
7621,3
7622,2
7623,3
7624,3
7625,3
7626,3
7627,3
7628,4
7629,4
7630,4
7631,4
7632,4
7633,4
7634,4
7635,4
7636,4
7637,4
7638,2
7639,2
7640,2
7641,3
7642,3
7643,3
7644,3
7645,3
7646,3
7647,2
7648,3
7649,3
7650,2
7651,2
7652,2
7653,2
7654,2
7655,2
7656,2
7657,4
7658,4
7659,4
7660,3
7661,3
7662,3
7663,2
7664,1
7665,2
7666,2
7667,2
7668,2
7669,2
7670,2
7671,2
7672,4
7673,4
7674,4
7675,2
7676,3
7677,2
7678,2
7679,2
7680,2
7681,4
7682,4
7683,3
7684,4
7685,4
7686,1
7687,4
7688,4
7689,2
7690,2
7691,2
7692,4
7693,4
7694,4
7695,4
7696,4
7697,4
7698,4
7699,4
7700,3
7701,3
7702,4
7703,4
7704,4
7705,4
7706,4
7707,4
7708,1
7709,4
7710,4
7711,4
7712,4
7713,4
7714,4
7715,3
7716,3
7717,3
7718,3
7719,3
7720,3
7721,2
7722,2
7723,2
7724,2
7725,2
7726,2
7727,2
7728,2
7729,2
7730,2
7731,4
7732,4
7733,4
7734,4
7735,4
7736,4
7737,4
7738,4
7739,4
7740,4
7741,4
7742,4
7743,4
7744,4
7745,1
7746,1
7747,1
7748,1
7749,1
7750,1
7751,3
7752,3
7753,4
7754,4
7755,4
7756,4
7757,1
7758,1
7759,2
7760,2
7761,2
7762,2
7763,1
7764,1
7765,1
7766,1
7767,3
7768,3
7769,3
7770,3
7771,1
7772,1
7773,1
7774,1
7775,1
7776,1
7777,1
7778,4
7779,4
7780,4
7781,3
7782,3
7783,1
7784,1
7785,2
7786,2
7787,2
7788,4
7789,4
7790,4
7791,4
7792,4
7793,4
7794,4
7795,4
7796,4
7797,4
7798,3
7799,4
7800,4
7801,4
7802,2
7803,2
7804,2
7805,2
7806,2
7807,2
7808,2
7809,2
7810,2
7811,2
7812,2
7813,2
7814,4
7815,4
7816,4
7817,2
7818,2
7819,2
7820,3
7821,2
7822,3
7823,3
7824,2
7825,2
7826,2
7827,2
7828,2
7829,4
7830,4
7831,4
7832,4
7833,4
7834,4
7835,4
7836,4
7837,4
7838,4
7839,4
7840,4
7841,4
7842,4
7843,1
7844,1
7845,1
7846,1
7847,1
7848,1
7849,1
7850,1
7851,1
7852,4
7853,4
7854,4
7855,4
7856,4
7857,4
7858,3
7859,3
7860,2
7861,2
7862,1
7863,1
7864,3
7865,3
7866,2
7867,4
7868,4
7869,4
7870,2
7871,2
7872,2
7873,2
7874,2
7875,2
7876,2
7877,2
7878,2
7879,4
7880,4
7881,2
7882,2
7883,2
7884,4
7885,4
7886,4
7887,2
7888,3
7889,3
7890,3
7891,4
7892,4
7893,2
7894,2
7895,2
7896,2
7897,4
7898,4
7899,4
7900,4
7901,4
7902,4
7903,4
7904,4
7905,4
7906,1
7907,1
7908,1
7909,1
7910,1
7911,4
7912,4
7913,4
7914,4
7915,4
7916,4
7917,1
7918,1
7919,1
7920,1
7921,1
7922,1
7923,1
7924,3
7925,3
7926,3
7927,3
7928,2
7929,2
7930,2
7931,2
7932,2
7933,4
7934,4
7935,4
7936,1
7937,1
7938,3
7939,3
7940,3
7941,3
7942,3
7943,4
7944,4
7945,4
7946,4
7947,4
7948,4
7949,4
7950,4
7951,4
7952,4
7953,4
7954,4
7955,4
7956,2
7957,2
7958,2
7959,2
7960,4
7961,3
7962,3
7963,3
7964,3
7965,4
7966,4
7967,4
7968,4
7969,4
7970,4
7971,4
7972,4
7973,4
7974,4
7975,4
7976,2
7977,2
7978,2
7979,2
7980,2
7981,1
7982,1
7983,1
7984,1
7985,2
7986,2
7987,2
7988,2
7989,2
7990,2
7991,2
7992,2
7993,2
7994,2
7995,2
7996,2
7997,2
7998,2
7999,2
8000,2
8001,4
8002,4
8003,4
8004,4
8005,1
8006,1
8007,4
8008,4
8009,4
8010,4
8011,4
8012,4
8013,4
8014,4
8015,4
8016,4
8017,4
8018,4
8019,1
8020,2
8021,2
8022,2
8023,4
8024,4
8025,4
8026,4
8027,2
8028,2
8029,4
8030,4
8031,4
8032,4
8033,4
8034,4
8035,4
8036,4
8037,4
8038,4
8039,4
8040,4
8041,2
8042,2
8043,2
8044,2
8045,1
8046,1
8047,1
8048,1
8049,1
8050,1
8051,1
8052,1
8053,1
8054,4
8055,4
8056,4
8057,4
8058,4
8059,4
8060,4
8061,4
8062,4
8063,4
8064,1
8065,1
8066,1
8067,1
8068,1
8069,1
8070,1
8071,4
8072,4
8073,4
8074,4
8075,4
8076,4
8077,4
8078,4
8079,4
8080,4
8081,4
8082,4
8083,4
8084,4
8085,1
8086,1
8087,4
8088,4
8089,4
8090,4
8091,4
8092,4
8093,4
8094,4
8095,4
8096,4
8097,4
8098,4
8099,4
8100,4
8101,4
8102,4
8103,4
8104,2
8105,2
8106,2
8107,2
8108,2
8109,2
8110,2
8111,2
8112,2
8113,3
8114,3
8115,3
8116,3
8117,3
8118,3
8119,3
8120,4
8121,4
8122,4
8123,4
8124,4
8125,2
8126,2
8127,2
8128,2
8129,2
8130,4
8131,4
8132,4
8133,4
8134,4
8135,4
8136,2
8137,2
8138,2
8139,1
8140,1
8141,1
8142,1
8143,4
8144,4
8145,4
8146,4
8147,4
8148,4
8149,4
8150,4
8151,1
8152,1
8153,1
8154,2
8155,2
8156,2
8157,2
8158,2
8159,2
8160,2
8161,2
8162,2
8163,2
8164,2
8165,2
8166,2
8167,2
8168,2
8169,2
8170,2
8171,2
8172,4
8173,4
8174,4
8175,4
8176,4
8177,3
8178,3
8179,3
8180,4
8181,4
8182,4
8183,4
8184,4
8185,4
8186,4
8187,4
8188,4
8189,4
8190,4
8191,4
8192,4
8193,4
8194,3
8195,3
8196,3
8197,3
8198,3
8199,1
8200,2
8201,1
8202,1
8203,1
8204,3
8205,3
8206,3
8207,3
8208,3
8209,3
8210,3
8211,3
8212,3
8213,3
8214,3
8215,3
8216,3
8217,4
8218,4
8219,4
8220,4
8221,2
8222,4
8223,4
8224,4
8225,4
8226,4
8227,4
8228,4
8229,4
8230,4
8231,4
8232,4
8233,4
8234,4
8235,4
8236,3
8237,3
8238,3
8239,3
8240,1
8241,1
8242,1
8243,1
8244,4
8245,4
8246,4
8247,4
8248,4
8249,4
8250,4
8251,1
8252,3
8253,3
8254,3
8255,2
8256,2
8257,2
8258,2
8259,2
8260,2
8261,2
8262,1
8263,1
8264,1
8265,1
8266,1
8267,1
8268,2
8269,2
8270,2
8271,2
8272,2
8273,3
8274,3
8275,3
8276,2
8277,2
8278,2
8279,2
8280,4
8281,4
8282,4
8283,4
8284,4
8285,1
8286,1
8287,1
8288,2
8289,1
8290,1
8291,1
8292,1
8293,1
8294,4
8295,4
8296,4
8297,4
8298,3
8299,3
8300,4
8301,2
8302,3
8303,2
8304,2
8305,2
8306,4
8307,3
8308,3
8309,3
8310,3
8311,3
8312,3
8313,4
8314,4
8315,3
8316,2
8317,3
8318,3
8319,4
8320,4
8321,4
8322,4
8323,4
8324,4
8325,4
8326,4
8327,4
8328,4
8329,4
8330,4
8331,4
8332,3
8333,4
8334,4
8335,4
8336,4
8337,4
8338,4
8339,2
8340,2
8341,2
8342,1
8343,1
8344,2
8345,2
8346,2
8347,2
8348,4
8349,4
8350,4
8351,4
8352,4
8353,4
8354,4
8355,3
8356,3
8357,3
8358,3
8359,3
8360,1
8361,1
8362,1
8363,1
8364,1
8365,1
8366,1
8367,4
8368,4
8369,4
8370,4
8371,4
8372,4
8373,4
8374,4
8375,1
8376,2
8377,2
8378,1
8379,4
8380,4
8381,4
8382,4
8383,4
8384,4
8385,4
8386,4
8387,4
8388,2
8389,2
8390,2
8391,2
8392,4
8393,3
8394,3
8395,3
8396,2
8397,2
8398,2
8399,2
8400,2
8401,4
8402,4
8403,4
8404,4
8405,4
8406,4
8407,3
8408,3
8409,3
8410,4
8411,4
8412,4
8413,4
8414,4
8415,4
8416,4
8417,3
8418,3
8419,3
8420,3
8421,3
8422,4
8423,4
8424,4
8425,4
8426,3
8427,3
8428,3
8429,1
8430,1
8431,2
8432,2
8433,1
8434,1
8435,1
8436,1
8437,1
8438,1
8439,2
8440,2
8441,2
8442,2
8443,2
8444,2
8445,2
8446,2
8447,2
8448,2
8449,2
8450,3
8451,3
8452,3
8453,2
8454,2
8455,2
8456,4
8457,4
8458,4
8459,4
8460,4
8461,4
8462,4
8463,2
8464,2
8465,2
8466,4
8467,4
8468,4
8469,4
8470,4
8471,4
8472,4
8473,3
8474,4
8475,4
8476,3
8477,3
8478,3
8479,3
8480,2
8481,2
8482,4
8483,4
8484,4
8485,4
8486,2
8487,3
8488,3
8489,3
8490,4
8491,4
8492,4
8493,4
8494,4
8495,4
8496,4
8497,4
8498,2
8499,2
8500,2
8501,2
8502,2
8503,2
8504,3
8505,3
8506,4
8507,4
8508,4
8509,4
8510,4
8511,4
8512,4
8513,4
8514,4
8515,4
8516,4
8517,4
8518,4
8519,4
8520,4
8521,4
8522,4
8523,4
8524,4
8525,4
8526,4
8527,4
8528,4
8529,4
8530,4
8531,4
8532,4
8533,1
8534,1
8535,4
8536,4
8537,4
8538,4
8539,4
8540,4
8541,4
8542,4
8543,4
8544,4
8545,3
8546,4
8547,3
8548,4
8549,4
8550,4
8551,2
8552,2
8553,2
8554,2
8555,2
8556,2
8557,2
8558,2
8559,2
8560,4
8561,4
8562,4
8563,4
8564,4
8565,4
8566,4
8567,4
8568,3
8569,3
8570,2
8571,2
8572,2
8573,3
8574,3
8575,3
8576,4
8577,4
8578,4
8579,4
8580,3
8581,4
8582,4
8583,4
8584,4
8585,4
8586,4
8587,4
8588,4
8589,4
8590,1
8591,1
8592,1
8593,1
8594,3
8595,3
