,hacdor,rooms,hacapo,v14a,refrig,v18q,r4h1,r4h2,r4h3,r4m1,r4m2,r4m3,r4t1,r4t2,r4t3,tamhog,tamviv,escolari,hhsize,paredblolad,paredzocalo,paredpreb,pareddes,paredmad,paredzinc,paredfibras,paredother,pisomoscer,pisocemento,pisonatur,pisomadera,techozinc,techoentrepiso,techocane,cielorazo,abastaguadentro,abastaguafuera,abastaguano,public,noelec,coopele,sanitario1,sanitario2,sanitario3,sanitario5,sanitario6,energcocinar1,energcocinar2,energcocinar3,energcocinar4,elimbasu1,elimbasu2,elimbasu3,elimbasu4,elimbasu6,epared1,epared2,epared3,etecho1,etecho2,etecho3,eviv1,eviv2,eviv3,dis,male,female,estadocivil1,estadocivil2,estadocivil3,estadocivil4,estadocivil5,estadocivil6,estadocivil7,parentesco1,parentesco2,parentesco3,parentesco4,parentesco9,parentesco10,parentesco12,hogar_nin,hogar_adul,hogar_mayor,hogar_total,dependency,edjefe,edjefa,meaneduc,instlevel1,instlevel3,instlevel4,instlevel5,instlevel6,instlevel9,bedrooms,overcrowding,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,computer,television,mobilephone,qmobilephone,lugar1,lugar2,lugar3,lugar4,lugar5,lugar6,area1,area2,age,SQBescolari,SQBage,SQBhogar_total,SQBedjefe,SQBhogar_nin,SQBovercrowding,SQBdependency,SQBmeaned,agesq
5367,0,5,0,1,1,0,0,1,1,2,2,4,2,3,5,5,5,11,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,5,4.0,0,3,10.0,0,0,0,0,1,0,3,1.6666666,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,18,121,324,25,0,9,2.7777777,16.0,100.0,324
5368,0,5,0,1,1,0,0,1,1,2,2,4,2,3,5,5,5,3,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,2,1,5,4.0,0,3,10.0,0,0,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,71,9,5041,25,0,9,2.7777777,16.0,100.0,5041
5369,0,5,0,1,1,0,0,1,1,2,2,4,2,3,5,5,5,1,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,1,5,4.0,0,3,10.0,0,0,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,8,1,64,25,0,9,2.7777777,16.0,100.0,64
5370,0,5,0,1,1,1,0,2,2,1,1,2,1,3,4,4,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,0,4,1.0,12,0,14.5,0,0,0,0,0,0,3,1.3333334,0,1,0,0,0,0,1,1,4,1,0,0,0,0,0,0,1,11,16,121,16,144,4,1.7777778999999998,1.0,210.25,121
5371,0,5,0,1,1,1,0,2,2,1,1,2,1,3,4,4,4,12,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,2,0,4,1.0,12,0,14.5,0,0,0,0,0,0,3,1.3333334,0,1,0,0,0,0,1,1,4,1,0,0,0,0,0,0,1,43,144,1849,16,144,4,1.7777778999999998,1.0,210.25,1849
5372,0,5,0,1,1,1,0,2,2,1,1,2,1,3,4,4,4,17,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,0,4,1.0,12,0,14.5,0,0,0,0,0,0,3,1.3333334,0,1,0,0,0,0,1,1,4,1,0,0,0,0,0,0,1,44,289,1936,16,144,4,1.7777778999999998,1.0,210.25,1936
5373,0,5,0,1,1,1,0,2,2,1,1,2,1,3,4,4,4,8,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,0,4,1.0,12,0,14.5,0,0,1,0,0,0,3,1.3333334,0,1,0,0,0,0,1,1,4,1,0,0,0,0,0,0,1,15,64,225,16,144,4,1.7777778999999998,1.0,210.25,225
5374,0,5,0,1,1,0,0,2,2,0,1,1,0,3,3,3,7,14,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,3,0.0,0,0,6.666666499999999,0,0,0,0,0,0,4,1.75,1,0,0,0,0,0,1,1,5,1,0,0,0,0,0,0,1,22,196,484,9,0,0,3.0625,0.0,44.444443,484
5375,0,5,0,1,1,0,0,2,2,0,1,1,0,3,3,3,7,0,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,0.0,0,0,6.666666499999999,1,0,0,0,0,0,4,1.75,1,0,0,0,0,0,1,1,5,1,0,0,0,0,0,0,1,52,0,2704,9,0,0,3.0625,0.0,44.444443,2704
5376,0,5,0,1,1,0,0,2,2,0,1,1,0,3,3,3,7,6,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,0.0,0,0,6.666666499999999,0,1,0,0,0,0,4,1.75,1,0,0,0,0,0,1,1,5,1,0,0,0,0,0,0,1,44,36,1936,9,0,0,3.0625,0.0,44.444443,1936
5377,0,5,0,1,1,0,0,3,3,0,2,2,0,5,5,5,5,15,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,0,5,0.0,6,0,9.3999996,0,0,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,1,27,225,729,25,36,0,2.7777777,0.0,88.359993,729
5378,0,5,0,1,1,0,0,3,3,0,2,2,0,5,5,5,5,6,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,5,0.0,6,0,9.3999996,0,1,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,1,59,36,3481,25,36,0,2.7777777,0.0,88.359993,3481
5379,0,5,0,1,1,0,0,3,3,0,2,2,0,5,5,5,5,6,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,0,5,0.0,6,0,9.3999996,0,1,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,1,28,36,784,25,36,0,2.7777777,0.0,88.359993,784
5380,0,5,0,1,1,0,0,3,3,0,2,2,0,5,5,5,5,14,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,0,5,0.0,6,0,9.3999996,0,0,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,1,22,196,484,25,36,0,2.7777777,0.0,88.359993,484
5381,0,5,0,1,1,0,0,3,3,0,2,2,0,5,5,5,5,6,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,0,5,0.0,6,0,9.3999996,0,1,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,1,50,36,2500,25,36,0,2.7777777,0.0,88.359993,2500
5382,0,3,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.0,1,0,1.0,0,0,0,0,0,0,2,0.5,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,39,1,1521,1,1,0,0.25,0.0,1.0,1521
5383,0,2,0,1,1,0,1,1,2,0,1,1,1,2,3,3,3,4,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,3,0.5,4,0,7.5,0,0,0,0,0,0,1,3.0,0,0,0,0,1,0,1,1,2,1,0,0,0,0,0,0,1,26,16,676,9,16,1,9.0,0.25,56.25,676
5384,0,2,0,1,1,0,1,1,2,0,1,1,1,2,3,3,3,11,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,3,0.5,4,0,7.5,0,0,0,1,0,0,1,3.0,0,0,0,0,1,0,1,1,2,1,0,0,0,0,0,0,1,26,121,676,9,16,1,9.0,0.25,56.25,676
5385,0,2,0,1,1,0,1,1,2,0,1,1,1,2,3,3,3,0,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,3,0.5,4,0,7.5,1,0,0,0,0,0,1,3.0,0,0,0,0,1,0,1,1,2,1,0,0,0,0,0,0,1,2,0,4,9,16,1,9.0,0.25,56.25,4
5386,0,5,0,1,1,0,0,1,1,0,2,2,0,3,3,3,3,14,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,3,0.0,6,0,8.666667,0,0,0,0,0,0,3,1.0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,20,196,400,9,36,0,1.0,0.0,75.111115,400
5387,0,4,0,1,1,0,1,1,2,0,2,2,1,3,4,4,4,0,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,4,1.0,0,8,15.5,1,0,0,0,0,0,2,2.0,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,5,0,25,16,0,4,4.0,1.0,240.25,25
5388,0,4,0,1,1,0,1,1,2,0,2,2,1,3,4,4,4,12,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,0,4,1.0,0,8,15.5,0,0,0,0,0,0,2,2.0,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,26,144,676,16,0,4,4.0,1.0,240.25,676
5389,0,4,0,1,1,0,1,1,2,0,2,2,1,3,4,4,4,11,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,0,4,1.0,0,8,15.5,0,0,0,1,0,0,2,2.0,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,19,121,361,16,0,4,4.0,1.0,240.25,361
5390,0,4,0,1,1,0,1,1,2,0,2,2,1,3,4,4,4,8,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,2,0,4,1.0,0,8,15.5,0,0,1,0,0,0,2,2.0,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,43,64,1849,16,0,4,4.0,1.0,240.25,1849
5391,0,5,0,1,1,0,2,1,3,1,1,2,3,2,5,5,5,3,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,2,0,5,1.5,6,0,8.5,0,0,0,0,0,0,3,1.6666666,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0,1,10,9,100,25,36,9,2.7777777,2.25,72.25,100
5392,0,5,0,1,1,0,1,2,3,0,2,2,1,4,5,5,5,5,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,1,0,5,4.0,0,6,6.0,0,0,0,0,0,0,3,1.6666666,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,1,12,25,144,25,0,16,2.7777777,16.0,36.0,144
5393,0,5,0,1,1,0,1,2,3,0,2,2,1,4,5,5,5,0,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,5,4.0,0,6,6.0,1,0,0,0,0,0,3,1.6666666,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,1,2,0,4,25,0,16,2.7777777,16.0,36.0,4
5394,0,5,0,1,1,0,1,2,3,0,2,2,1,4,5,5,5,6,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,1,0,5,4.0,0,6,6.0,0,1,0,0,0,0,3,1.6666666,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,1,35,36,1225,25,0,16,2.7777777,16.0,36.0,1225
5395,0,5,0,1,1,0,1,2,3,0,2,2,1,4,5,5,5,11,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,1,0,5,4.0,0,6,6.0,0,0,0,1,0,0,3,1.6666666,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,1,17,121,289,25,0,16,2.7777777,16.0,36.0,289
5396,0,5,0,1,1,0,1,2,3,0,2,2,1,4,5,5,5,7,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,1,0,5,4.0,0,6,6.0,0,0,1,0,0,0,3,1.6666666,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,1,16,49,256,25,0,16,2.7777777,16.0,36.0,256
5397,0,6,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,6,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.0,6,0,6.0,0,1,0,0,0,0,1,1.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,50,36,2500,1,36,0,1.0,0.0,36.0,2500
5398,0,3,0,1,1,0,0,1,1,0,1,1,0,2,2,2,2,6,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0.0,11,0,8.5,0,1,0,0,0,0,2,1.0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,26,36,676,4,121,0,1.0,0.0,72.25,676
5399,0,3,0,1,1,0,0,1,1,0,1,1,0,2,2,2,2,11,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0.0,11,0,8.5,0,0,0,1,0,0,2,1.0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,29,121,841,4,121,0,1.0,0.0,72.25,841
5400,0,7,0,1,1,0,0,1,1,0,2,2,0,3,3,3,3,6,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,2,3,2.0,0,6,3.3333333,0,1,0,0,0,0,4,0.75,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,53,36,2809,9,0,0,0.5625,4.0,11.111111,2809
5401,0,7,0,1,1,0,0,1,1,0,2,2,0,3,3,3,3,1,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,2,3,2.0,0,6,3.3333333,0,0,0,0,0,0,4,0.75,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,67,1,4489,9,0,0,0.5625,4.0,11.111111,4489
5402,0,7,0,1,1,0,0,1,1,0,2,2,0,3,3,3,3,3,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,3,2.0,0,6,3.3333333,0,0,0,0,0,0,4,0.75,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,89,9,7921,9,0,0,0.5625,4.0,11.111111,7921
5403,0,5,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,6,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0,0,6,6.0,0,1,0,0,0,0,3,0.33333334,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,62,36,3844,1,0,0,0.11111112,0.0,36.0,3844
5404,0,4,0,1,1,1,0,1,1,1,2,3,1,3,4,4,4,6,4,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,1,4,1.0,6,0,6.0,0,1,0,0,0,0,2,2.0,1,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,1,60,36,3600,16,36,1,4.0,1.0,36.0,3600
5405,0,4,0,1,1,1,0,1,1,1,2,3,1,3,4,4,4,3,4,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,4,1.0,6,0,6.0,0,0,0,0,0,0,2,2.0,1,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,1,9,9,81,16,36,1,4.0,1.0,36.0,81
5406,0,4,0,1,1,1,0,1,1,1,2,3,1,3,4,4,4,6,4,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,1,4,1.0,6,0,6.0,0,1,0,0,0,0,2,2.0,1,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,1,38,36,1444,16,36,1,4.0,1.0,36.0,1444
5407,0,4,0,1,1,1,0,1,1,1,2,3,1,3,4,4,4,6,4,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,1,4,1.0,6,0,6.0,0,1,0,0,0,0,2,2.0,1,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,1,67,36,4489,16,36,1,4.0,1.0,36.0,4489
5408,0,5,0,1,1,0,0,2,2,0,1,1,0,3,3,3,3,6,3,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,3,0.5,6,0,6.0,0,1,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,37,36,1369,9,36,1,2.25,0.25,36.0,1369
5409,0,5,0,1,1,0,0,2,2,0,1,1,0,3,3,3,3,7,3,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,0,3,0.5,6,0,6.0,0,0,1,0,0,0,2,1.5,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,14,49,196,9,36,1,2.25,0.25,36.0,196
5410,0,5,0,1,1,0,0,2,2,0,1,1,0,3,3,3,3,6,3,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0,3,0.5,6,0,6.0,0,1,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,43,36,1849,9,36,1,2.25,0.25,36.0,1849
5411,0,4,0,1,1,0,0,1,1,0,1,1,0,2,2,2,2,17,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0.0,17,0,17.0,0,0,0,0,0,0,1,2.0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,42,289,1764,4,289,0,4.0,0.0,289.0,1764
5412,0,4,0,1,1,0,0,1,1,0,1,1,0,2,2,2,2,17,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0.0,17,0,17.0,0,0,0,0,0,0,1,2.0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,42,289,1764,4,289,0,4.0,0.0,289.0,1764
5413,0,5,0,1,1,1,0,3,3,0,1,1,0,4,4,4,4,13,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,0,4,0.33333334,6,0,12.0,0,0,0,0,0,0,3,1.3333334,1,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,1,20,169,400,16,36,1,1.7777778999999998,0.11111112,144.0,400
5414,0,5,0,1,1,1,0,3,3,0,1,1,0,4,4,4,4,8,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,0,4,0.33333334,6,0,12.0,0,0,1,0,0,0,3,1.3333334,1,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,1,15,64,225,16,36,1,1.7777778999999998,0.11111112,144.0,225
5415,0,5,0,1,1,1,0,3,3,0,1,1,0,4,4,4,4,17,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,0,4,0.33333334,6,0,12.0,0,0,0,0,0,1,3,1.3333334,1,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,1,46,289,2116,16,36,1,1.7777778999999998,0.11111112,144.0,2116
